flow,losses
8.506181405155905,0.47662669983140526
0.0,0.0
6.522955687309619,0.2784334505178407
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.83984375,4.51510520631678e-3
4.62890625,0.13925697362361933
5.3515625,0.18662987267828743
8.125,0.4343320465837111
9.5703125,0.6053462602233645
10.83984375,0.7795166506868505
11.484375,0.8765594131626283
12.0703125,0.9698317098278728
14.35546875,1.379701602689205
14.4921875,1.4065547976723514
15.78125,1.6726937313072294
16.640625,1.8631281500306918
17.7734375,2.1300382446154202
21.648577376790996,3.178967568826551
21.501739819386472,3.135412591745314
16.9140625,1.9259018980383407
17.34375,2.0266720033561754
20.60522784365481,2.8759668660818436
16.5625,1.8453861161630662
15.83984375,1.6853473940481085
17.61694659365481,2.092092140458035
18.25398218400335,2.2487108691501145
17.242631873596707,2.0027241578001798
11.484375,0.8765594131626283
14.710700620252352,1.450020346125728
12.368453392014434,1.0191408132510416
11.476638434003346,0.8753600732600235
12.5433281077404,1.0486440988009431
8.089946912911072,0.43054338662346425
5.175540343654809,0.17444228475267062
6.714298648672376,0.2952038207153224
0.13671875,1.192922678854327e-4
3.3200715936548093,7.128115966382233e-2
10.151656495682042,0.6823127177224958
6.522955687309619,0.2784334505178407
3.2614778436548093,6.877153672857883e-2
5.244703561501096,0.17918115922343938
4.7216817582806065,0.14494534194468967
3.2614778436548093,6.877153672857883e-2
0.0,0.0
8.017741865506135,0.4227926210515646
9.930963494907639,0.6525400295576932
9.943552620329372,0.6542201170620554
12.496199720662641,1.0406507208470064
9.789474646390971,0.6338093836035833
4.7216817582806065,0.14494534194468967
9.86539869142537,0.6438257363792498
10.008640955206445,0.6629417306780838
9.814382118273423,0.6370864796103135
16.58537830088715,1.8505728353528907
18.955175608985137,2.427684922516172
22.159367688030205,3.332797491624022
18.508356176273804,2.3128412933008478
24.100448122691315,3.950044723628044
30.207863587894508,6.221337665013239
33.86525528356053,7.810102529290469
22.54085405084982,3.450031193948571
19.84721881319201,2.6653163433891804
18.96460284365481,2.4301380734039304
25.829072653258677,4.542814810783966
18.5546875,2.3246195959022495
17.5,2.0639594716204934
17.12890625,1.9759622927497353
17.55859375,2.0780307547255226
26.088525352217324,4.635248126472862
22.288825620252354,3.372356448928383
26.477496842643927,4.775504564981741
24.650871205854674,4.134418979774558
25.13540437881487,4.300111344229338
18.218204898672376,2.239763833846395
22.26271675294709,3.364359687054998
15.36977130713736,1.585195398951152
19.86493622015025,2.6701486373820655
23.246327328992543,3.672092513407559
18.108613638531306,2.2124694786115224
14.543121819421103,1.4166262538795087
13.94376731794275,1.3004292542178948
11.605954343576528,0.895517099023017
11.134342747696177,0.823135865580576
10.123281944463299,0.6784468040237484
9.780858264271249,0.6326777299716582
6.522955687309619,0.2784334505178407
5.131735008562516,0.17147426267144253
3.2614778436548093,6.877153672857883e-2
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.2614778436548093,6.877153672857883e-2
1.7239902953266153,1.9096482321949e-2
0.0,0.0
0.0,0.0
12.789512861460253,1.0909066601265136
12.367762447130627,1.0190250955006714
14.274195844507426,1.363863463869655
11.886304179008551,0.9400216377388478
13.60841559343921,1.2376224857102147
11.649183434630823,0.9023076848939903
11.819522259548116,0.9293202177476207
11.965770089137811,0.9528371301643582
12.478006982456524,1.0375734271666726
14.064018592123686,1.323336522170504
12.778098354846087,1.088928292064828
14.971974159488086,1.5028749615200387
14.174705720333323,1.3446019312768356
14.117355560589958,1.333562167486374
14.985260572774486,1.5055884587218182
16.379867295741278,1.8042458742985377
16.327393399775588,1.7925123591668535
17.07370135105382,1.9630370916833229
18.610347585716486,2.33880923228053
16.503558076098923,1.8320573976911763
19.988728674306984,2.704034277160411
20.104842192708244,2.7360121268853814
18.392321403614268,2.2834751178428894
20.276715650319915,2.783691138129527
19.21052442174162,2.4945710463710795
17.492662365500934,2.062200739485184
17.445782676404754,2.050982174257161
16.88587355146587,1.9193818364835022
14.439871847271105,1.3962482660427373
14.911685151109412,1.4905933386459989
12.740462301127659,1.0824181716208587
12.775439022753952,1.0884676384308896
13.434255032718447,1.2056294181307494
13.832007344348945,1.2793221701231587
12.801492837475301,1.0929850062148418
13.344648667188537,1.1893352212395967
14.013370792748823,1.3136635375479335
13.58329094520629,1.2329807591843314
16.050081125172834,1.7311475620663632
15.072547118048877,1.52347694154257
14.095878195855361,1.329439754540431
13.743747161860039,1.2627776064790397
13.945925153478171,1.3008385162030105
12.326467897907357,1.0121213645197156
13.955174258906643,1.3025934742164815
